Customer.ID,Total_Sales,Order_Count,Avg_Order_Value,Total_Profit,First_Order,Last_Order,Customer_Segment
NW-184004,7233,22,328.77,1023.12,2011-06-21,2014-07-12,High Value
NW-84001,5100,1,5100.0,1428.0,2011-08-10,2011-08-10,High Value
NW-84002,334,3,111.33,148.71,2013-02-22,2013-02-22,Low Value
NW-84003,1614,15,107.6,159.34,2011-03-02,2014-09-05,Medium Value
NZ-185651,9544,15,636.27,546.6,2011-12-29,2014-05-13,High Value
NZ-185652,5475,14,391.07,1002.74,2011-07-22,2014-09-13,High Value
NZ-185653,2436,11,221.45,306.07,2011-06-01,2013-12-10,High Value
NZ-185654,2487,20,124.35,402.42,2011-08-02,2014-10-07,High Value
NZ-85651,329,6,54.83,-166.57,2012-08-08,2014-09-23,Low Value
ON-187151,3094,13,238.0,-41.54,2011-05-10,2014-08-28,High Value
ON-187152,8368,21,398.48,2732.04,2011-02-16,2014-11-14,High Value
ON-187153,4736,14,338.29,1094.56,2011-04-28,2013-10-29,High Value
ON-187154,1567,15,104.47,-5.89,2011-09-13,2013-11-16,Medium Value
ON-87151,346,2,173.0,-106.46,2011-05-16,2012-04-06,Low Value
ON-87152,1162,9,129.11,-889.4,2012-01-14,2013-09-28,Medium Value
OT-187301,6463,21,307.76,1492.39,2011-11-14,2014-11-28,High Value
OT-187302,5883,23,255.78,572.81,2012-07-24,2014-11-20,High Value
OT-187303,3330,14,237.86,657.68,2011-09-22,2014-09-04,High Value
OT-187304,3819,10,381.9,-925.12,2012-04-20,2014-10-27,High Value
OT-87301,220,2,110.0,40.38,2011-12-20,2013-09-16,Low Value
OT-87302,44,3,14.67,-7.14,2013-08-17,2014-05-03,Low Value
PA-190601,1265,13,97.31,3.57,2011-04-01,2014-11-11,Medium Value
PA-190602,1921,4,480.25,347.7,2013-02-25,2014-10-18,Medium Value
PA-190603,2808,19,147.79,70.76,2011-06-01,2014-12-08,High Value
PA-190604,730,7,104.29,225.86,2011-05-17,2014-09-19,Medium Value
PA-90601,3223,6,537.17,896.51,2011-02-15,2013-11-22,High Value
PA-90602,448,7,64.0,10.95,2011-04-25,2014-07-07,Low Value
PB-188051,3440,12,286.67,767.99,2011-07-19,2014-12-23,High Value
PB-188052,4889,12,407.42,134.33,2011-12-08,2014-01-06,High Value
PB-188053,3001,12,250.08,348.03,2012-05-17,2014-10-20,High Value
PB-188054,741,10,74.1,229.23,2012-11-20,2014-12-06,Medium Value
PB-191051,2957,9,328.56,1143.6,2013-10-15,2014-10-04,High Value
PB-191052,1855,14,132.5,-283.3,2011-01-12,2013-07-23,Medium Value
PB-191053,2587,7,369.57,537.19,2012-09-20,2014-08-15,High Value
PB-191054,689,5,137.8,218.16,2011-11-15,2014-11-04,Medium Value
PB-191501,1849,10,184.9,453.89,2011-09-17,2014-10-25,Medium Value
PB-191502,1308,14,93.43,159.86,2011-08-11,2014-09-19,Medium Value
PB-191503,3294,19,173.37,-434.21,2011-06-24,2014-12-26,High Value
PB-191504,1457,11,132.45,280.66,2011-07-14,2014-09-25,Medium Value
PB-192101,11654,24,485.58,1365.56,2011-05-12,2014-11-29,High Value
PB-192102,4684,25,187.36,1060.64,2011-04-26,2014-12-23,High Value
PB-192103,2497,10,249.7,-134.42,2011-05-25,2014-08-02,High Value
PB-192104,133,2,66.5,21.9,2011-11-23,2013-02-11,Low Value
PB-88051,254,4,63.5,-302.48,2012-06-01,2014-09-02,Low Value
PB-88052,620,2,310.0,19.77,2011-11-09,2013-01-01,Medium Value
PB-88053,1913,10,191.3,546.21,2013-07-17,2014-01-23,Medium Value
PB-91051,1809,12,150.75,320.54,2014-04-01,2014-12-31,Medium Value
PB-91501,393,7,56.14,60.46,2013-06-17,2014-11-20,Low Value
PB-91502,3085,15,205.67,751.19,2011-06-29,2014-08-11,High Value
PB-92101,270,5,54.0,-244.39,2013-08-09,2014-02-17,Low Value
PB-92102,5031,18,279.5,-665.33,2011-08-11,2014-02-27,High Value
PC-187451,3356,12,279.67,-664.65,2011-04-02,2014-10-10,High Value
PC-187452,1448,9,160.89,346.99,2011-05-19,2014-12-10,Medium Value
PC-187453,4058,12,338.17,-859.36,2011-09-30,2012-11-02,High Value
PC-187454,1832,5,366.4,272.68,2011-12-31,2014-12-29,Medium Value
PC-190001,2185,18,121.39,335.12,2011-08-31,2014-12-10,High Value
PC-190002,6069,14,433.5,331.72,2011-04-06,2014-11-29,High Value
PC-190003,157,2,78.5,37.12,2013-04-23,2014-11-11,Low Value
PC-190004,1062,3,354.0,-184.34,2011-04-08,2012-08-01,Medium Value
PC-87451,85,2,42.5,15.99,2012-01-02,2014-11-04,Low Value
PC-87452,1161,8,145.12,468.24,2012-09-11,2013-11-11,Medium Value
PC-90001,1040,10,104.0,293.31,2012-06-20,2013-06-07,Medium Value
PC-90002,120,1,120.0,20.4,2012-04-02,2012-04-02,Low Value
PF-191201,15063,19,792.79,968.27,2011-03-16,2014-09-29,High Value
PF-191202,1864,11,169.45,-6.47,2011-05-09,2014-10-08,Medium Value
PF-191203,2001,17,117.71,275.89,2011-05-31,2014-09-25,High Value
PF-191204,9065,19,477.11,-614.29,2011-05-05,2012-09-17,High Value
PF-191651,4736,21,225.52,476.66,2011-03-22,2014-10-01,High Value
PF-191652,5169,14,369.21,553.95,2011-12-06,2014-01-21,High Value
PF-191653,3347,12,278.92,258.87,2011-01-11,2014-02-12,High Value
PF-191654,2770,10,277.0,196.87,2011-09-20,2014-06-18,High Value
PF-192251,3374,17,198.47,987.6,2012-11-09,2014-12-29,High Value
PF-192252,3910,20,195.5,-21.03,2011-10-31,2014-12-08,High Value
PF-192253,2427,6,404.5,55.74,2012-01-08,2014-12-09,High Value
PF-192254,2207,10,220.7,591.31,2013-06-27,2014-09-08,High Value
PF-91201,714,5,142.8,199.74,2012-01-19,2014-03-06,Medium Value
PF-91202,322,2,161.0,40.2,2013-11-13,2013-11-13,Low Value
PF-91203,847,14,60.5,199.95,2012-07-17,2014-10-09,Medium Value
PF-91651,1533,6,255.5,342.6,2012-08-04,2014-11-27,Medium Value
PF-91652,476,4,119.0,79.93,2011-06-15,2014-08-28,Low Value
PF-92251,357,6,59.5,-337.37,2011-08-05,2014-12-17,Low Value
PF-92252,1117,9,124.11,-335.39,2011-10-06,2013-09-04,Medium Value
PG-188201,8315,24,346.46,1133.89,2011-05-19,2014-11-26,High Value
PG-188202,779,4,194.75,203.9,2011-12-07,2013-04-18,Medium Value
PG-188203,2453,13,188.69,151.66,2011-10-07,2014-12-11,High Value
PG-188204,3088,26,118.77,137.46,2011-05-09,2014-11-25,High Value
PG-188951,3381,16,211.31,240.02,2011-04-05,2014-06-13,High Value
PG-188952,4707,24,196.12,248.15,2011-02-22,2014-12-29,High Value
PG-188953,3864,15,257.6,447.41,2011-03-07,2013-06-04,High Value
PG-188954,1988,17,116.94,334.52,2011-05-11,2014-11-04,Medium Value
PG-88201,459,2,229.5,101.88,2011-01-19,2011-01-19,Low Value
PG-88202,1387,9,154.11,246.39,2012-06-27,2014-12-01,Medium Value
PG-88951,482,7,68.86,126.57,2013-01-25,2014-03-07,Low Value
PG-88952,1500,13,115.38,223.51,2011-03-31,2012-06-06,Medium Value
PH-187901,3975,12,331.25,824.16,2011-09-16,2014-11-04,High Value
PH-187902,408,2,204.0,169.08,2012-10-25,2012-10-25,Low Value
PH-187903,4322,15,288.13,1348.95,2011-04-21,2014-09-01,High Value
PH-187904,730,2,365.0,47.89,2014-10-22,2014-10-22,Medium Value
PH-87901,177,4,44.25,6.54,2011-02-22,2014-09-08,Low Value
PH-87902,1570,6,261.67,347.01,2011-09-16,2014-06-30,Medium Value
PJ-188351,2704,7,386.29,461.3,2011-06-20,2014-09-19,High Value
PJ-188352,8509,5,1701.8,3986.0,2011-06-20,2014-09-08,High Value
PJ-188353,1208,6,201.33,-0.17,2011-05-05,2014-11-11,Medium Value
PJ-188354,1220,13,93.85,442.14,2011-05-28,2014-11-22,Medium Value
PJ-190151,1779,6,296.5,417.89,2012-10-26,2014-12-12,Medium Value
PJ-190152,3278,9,364.22,717.94,2011-12-15,2014-11-19,High Value
PJ-190153,2352,21,112.0,-606.01,2013-01-11,2014-10-09,High Value
PJ-190154,1823,10,182.3,683.0,2011-04-07,2014-08-19,Medium Value
PJ-88351,581,8,72.62,-832.44,2012-05-10,2014-03-06,Medium Value
PJ-88352,220,6,36.67,-37.69,2013-11-06,2014-11-19,Low Value
PJ-90151,623,5,124.6,-442.61,2013-05-08,2013-08-03,Medium Value
PJ-90152,5990,14,427.86,1332.29,2011-06-15,2014-06-18,High Value
PK-189101,1397,10,139.7,-56.42,2012-02-15,2014-06-05,Medium Value
PK-189102,802,2,401.0,127.78,2011-08-11,2013-11-01,Medium Value
PK-189103,3644,15,242.93,1046.51,2012-05-11,2014-09-24,High Value
PK-189104,1441,3,480.33,-798.7,2011-04-04,2013-09-04,Medium Value
PK-190751,3098,8,387.25,-297.26,2012-11-14,2014-07-09,High Value
PK-190752,4270,17,251.18,126.59,2012-02-19,2014-11-25,High Value
PK-190753,1651,13,127.0,302.66,2011-06-25,2014-12-23,Medium Value
PK-190754,8646,25,345.84,2038.27,2011-11-11,2014-12-22,High Value
PK-89101,948,9,105.33,-627.65,2012-03-09,2014-09-01,Medium Value
PK-90751,533,3,177.67,84.12,2013-08-24,2013-08-24,Medium Value
PK-90752,459,7,65.57,-589.81,2013-02-19,2013-07-02,Low Value
PL-189251,10789,18,599.39,1784.87,2011-05-02,2014-11-12,High Value
PL-189252,1899,6,316.5,-83.35,2011-02-10,2013-05-25,Medium Value
PL-189253,1329,9,147.67,82.21,2012-11-30,2014-11-03,Medium Value
PL-189254,239,8,29.88,-0.75,2011-11-01,2014-12-16,Low Value
PL-89251,261,3,87.0,97.86,2013-04-02,2014-01-06,Low Value
PL-89252,498,3,166.0,125.67,2014-11-12,2014-11-12,Low Value
PM-189401,4352,5,870.4,275.5,2011-09-15,2012-12-27,High Value
PM-189402,4564,10,456.4,463.75,2011-08-25,2014-12-10,High Value
PM-189403,2575,15,171.67,29.21,2011-01-10,2014-12-02,High Value
PM-189404,1405,4,351.25,157.88,2011-05-04,2013-12-10,Medium Value
PM-191351,2796,9,310.67,-541.05,2011-06-30,2013-06-06,High Value
PM-191352,1315,10,131.5,268.23,2011-12-30,2014-11-25,Medium Value
PM-191353,1632,9,181.33,394.92,2013-01-08,2014-12-19,Medium Value
PM-191354,4115,7,587.86,526.75,2012-12-19,2014-11-10,High Value
PM-89401,863,6,143.83,152.08,2012-06-26,2014-11-06,Medium Value
PM-89402,587,8,73.38,99.99,2011-05-05,2013-02-22,Medium Value
PM-91351,746,8,93.25,171.9,2011-04-13,2014-03-05,Medium Value
PM-91352,684,3,228.0,197.89,2011-03-11,2012-04-09,Medium Value
PN-187751,5619,16,351.19,1148.9,2011-08-09,2014-12-16,High Value
PN-187752,2519,15,167.93,226.15,2011-09-01,2014-09-15,High Value
PN-187753,1765,6,294.17,162.66,2011-08-24,2013-08-06,Medium Value
PN-187754,1467,13,112.85,192.04,2012-08-07,2014-12-01,Medium Value
PN-87751,1024,5,204.8,353.82,2011-09-02,2014-06-01,Medium Value
PN-87752,499,3,166.33,121.89,2013-10-12,2014-11-08,Low Value
PO-188501,5125,20,256.25,691.49,2011-12-16,2014-11-27,High Value
PO-188502,7288,29,251.31,1708.37,2011-01-26,2014-09-17,High Value
PO-188503,5390,26,207.31,810.94,2011-12-24,2014-12-19,High Value
PO-188504,7475,22,339.77,38.48,2011-11-02,2014-12-27,High Value
PO-188651,2550,13,196.15,325.67,2011-01-10,2014-07-09,High Value
PO-188652,13056,16,816.0,3778.2,2011-03-11,2014-10-29,High Value
PO-188653,2952,19,155.37,156.91,2011-10-28,2014-03-11,High Value
PO-188654,2494,13,191.85,437.85,2011-03-23,2014-12-31,High Value
PO-191801,9211,18,511.72,1461.29,2012-10-19,2014-06-04,High Value
PO-191802,682,6,113.67,27.5,2012-11-07,2013-05-07,Medium Value
PO-191803,1967,10,196.7,-87.48,2012-08-18,2014-05-23,Medium Value
PO-191804,4893,18,271.83,1155.43,2012-08-11,2014-07-24,High Value
PO-191951,5331,13,410.08,-1060.82,2011-10-19,2014-05-27,High Value
PO-191952,2524,8,315.5,479.7,2012-08-06,2013-11-28,High Value
PO-191953,1958,15,130.53,-1036.87,2011-10-04,2013-12-27,Medium Value
PO-191954,1057,10,105.7,-49.7,2011-01-05,2014-10-06,Medium Value
PO-88501,1076,3,358.67,371.56,2013-02-27,2013-11-21,Medium Value
PO-88502,358,2,179.0,157.53,2011-02-01,2014-08-26,Low Value
PO-88651,2607,13,200.54,98.87,2011-08-18,2014-01-13,High Value
PO-88652,205,2,102.5,66.69,2012-06-04,2012-06-04,Low Value
PO-88653,161,2,80.5,-246.08,2011-10-03,2011-10-03,Low Value
PO-91801,416,9,46.22,-566.05,2011-11-18,2014-12-02,Low Value
PO-91802,88,2,44.0,21.84,2011-07-28,2013-05-15,Low Value
PO-91803,727,10,72.7,163.26,2011-02-10,2013-08-16,Medium Value
PO-91951,7799,15,519.93,1124.16,2013-05-03,2014-11-28,High Value
PO-91952,27,1,27.0,5.7,2012-12-13,2012-12-13,Low Value
PO-91953,403,7,57.57,-488.27,2011-03-16,2014-04-17,Low Value
PP-189551,8800,17,517.65,837.86,2011-10-24,2014-11-07,High Value
PP-189552,5300,15,353.33,466.38,2011-08-18,2013-12-27,High Value
PP-189553,533,6,88.83,103.07,2012-04-14,2014-11-06,Medium Value
PP-189554,7254,34,213.35,1495.09,2011-08-26,2014-09-25,High Value
PP-89551,232,5,46.4,-231.31,2011-06-03,2012-02-01,Low Value
PP-89552,128,2,64.0,16.65,2014-12-17,2014-12-17,Low Value
PR-188801,3303,18,183.5,-296.96,2011-04-15,2014-09-13,High Value
PR-188802,3897,14,278.36,899.6,2011-11-02,2014-09-03,High Value
PR-188803,4204,17,247.29,512.57,2012-09-26,2014-12-06,High Value
PR-188804,1841,12,153.42,247.62,2011-09-05,2014-11-25,Medium Value
PR-88801,517,6,86.17,-862.51,2013-12-09,2014-06-18,Medium Value
PR-88802,289,2,144.5,45.9,2012-12-24,2012-12-24,Low Value
PR-88803,279,3,93.0,-137.09,2011-07-16,2011-08-24,Low Value
PS-187601,3962,11,360.18,488.49,2011-05-10,2014-12-02,High Value
PS-187602,6533,13,502.54,636.29,2011-07-16,2014-06-24,High Value
PS-187603,3252,13,250.15,494.96,2012-02-16,2014-11-26,High Value
PS-187604,2182,21,103.9,-134.44,2011-06-15,2014-09-15,High Value
PS-189701,5988,14,427.71,-338.14,2011-02-28,2014-12-04,High Value
PS-189702,4672,18,259.56,769.83,2011-01-22,2014-06-24,High Value
PS-189703,6286,18,349.22,1575.23,2011-03-22,2014-07-25,High Value
PS-189704,1278,13,98.31,198.51,2011-04-15,2014-10-23,Medium Value
PS-190451,8178,20,408.9,504.98,2011-04-16,2014-10-03,High Value
PS-190452,7012,18,389.56,1261.92,2012-09-11,2014-08-15,High Value
PS-190453,7221,21,343.86,916.56,2011-04-23,2014-12-11,High Value
PS-190454,6842,13,526.31,1742.73,2011-12-20,2014-05-09,High Value
PS-87601,531,2,265.5,121.86,2014-01-18,2014-01-18,Medium Value
PS-87602,1175,6,195.83,-314.06,2011-09-13,2013-08-21,Medium Value
PS-89701,57,2,28.5,16.74,2012-02-20,2012-06-22,Low Value
PS-89702,1339,3,446.33,-387.97,2011-11-28,2014-08-29,Medium Value
PS-90451,341,3,113.67,27.42,2012-09-25,2014-10-31,Low Value
PS-90452,489,7,69.86,-114.8,2011-08-30,2014-07-05,Low Value
PT-190901,2798,9,310.89,-496.2,2012-03-24,2014-08-29,High Value
PT-190902,2553,10,255.3,234.1,2012-03-22,2014-08-07,High Value
PT-190903,2858,10,285.8,498.82,2011-10-21,2014-12-25,High Value
PT-190904,160,7,22.86,-20.05,2011-09-12,2014-10-21,Low Value
PT-90901,804,6,134.0,115.86,2014-04-25,2014-04-25,Medium Value
PT-90902,3881,9,431.22,277.17,2012-07-28,2014-12-29,High Value
PV-189851,2717,14,194.07,410.14,2011-11-28,2014-12-23,High Value
PV-189852,2313,11,210.27,394.76,2011-10-11,2014-12-10,High Value
PV-189853,4636,15,309.07,1291.71,2012-07-07,2014-10-28,High Value
PV-189854,2875,13,221.15,434.53,2011-07-12,2014-10-03,High Value
PV-89851,3156,7,450.86,911.58,2011-08-29,2014-08-09,High Value
PV-89852,3235,5,647.0,612.85,2014-05-15,2014-06-12,High Value
PW-190301,1126,14,80.43,-14.35,2011-01-19,2014-10-27,Medium Value
PW-190302,5988,20,299.4,1200.8,2011-07-14,2014-12-24,High Value
PW-190303,2237,8,279.62,332.13,2011-09-23,2013-09-10,High Value
PW-190304,3454,13,265.69,803.82,2011-05-16,2014-11-15,High Value
PW-192401,563,11,51.18,-141.13,2011-08-31,2013-11-23,Medium Value
PW-192402,1023,9,113.67,358.24,2012-03-09,2014-12-30,Medium Value
PW-192403,1677,16,104.81,329.96,2011-05-30,2014-09-22,Medium Value
PW-192404,3922,12,326.83,1290.35,2011-11-18,2013-09-23,High Value
PW-90301,509,5,101.8,-123.4,2014-03-31,2014-11-04,Medium Value
PW-90302,574,9,63.78,-254.2,2012-04-27,2013-06-19,Medium Value
PW-92401,1097,10,109.7,122.55,2012-09-27,2014-10-31,Medium Value
PW-92402,140,3,46.67,-17.67,2011-03-04,2013-06-14,Low Value
QJ-192551,6156,7,879.43,553.68,2011-08-02,2014-10-06,High Value
QJ-192552,3314,5,662.8,1275.09,2012-11-10,2013-12-23,High Value
QJ-192553,2616,19,137.68,-624.84,2011-02-10,2014-09-08,High Value
QJ-192554,6111,13,470.08,1203.68,2011-03-17,2014-12-06,High Value
QJ-92551,165,5,33.0,23.34,2014-02-27,2014-10-31,Low Value
QJ-92552,223,4,55.75,-187.75,2011-06-22,2014-08-27,Low Value
RA-192851,3278,6,546.33,795.99,2013-08-12,2013-08-19,High Value
RA-192852,7958,16,497.38,1934.3,2011-12-14,2014-11-15,High Value
RA-192853,2964,10,296.4,856.52,2011-06-27,2014-01-27,High Value
RA-192854,2619,17,154.06,546.09,2011-12-13,2014-12-26,High Value
RA-198851,5363,16,335.19,805.71,2012-06-02,2014-01-30,High Value
RA-198852,2886,14,206.14,763.4,2011-06-27,2014-04-10,High Value
RA-198853,3354,18,186.33,557.98,2012-03-24,2013-09-06,High Value
RA-198854,3832,15,255.47,1292.87,2011-04-08,2014-11-18,High Value
RA-199151,3895,17,229.12,534.33,2012-04-13,2014-08-11,High Value
RA-199152,4488,13,345.23,91.81,2011-06-09,2014-08-29,High Value
RA-199153,7801,19,410.58,1147.75,2011-01-04,2014-12-04,High Value
RA-199154,4794,22,217.91,304.87,2011-06-30,2014-12-19,High Value
RA-199451,726,7,103.71,-33.82,2013-02-01,2014-12-30,Medium Value
RA-199452,4439,11,403.55,608.04,2012-02-01,2014-12-08,High Value
RA-199453,4845,13,372.69,550.44,2012-08-14,2014-10-09,High Value
RA-199454,1686,9,187.33,-445.7,2011-08-29,2014-10-31,Medium Value
RA-92851,2760,21,131.43,103.19,2012-05-02,2014-04-21,High Value
RA-92852,295,3,98.33,118.62,2013-08-21,2013-08-21,Low Value
RA-92853,3170,15,211.33,-1741.64,2011-03-28,2014-01-03,High Value
RA-98851,59,2,29.5,-106.16,2013-01-31,2013-01-31,Low Value
RA-98852,154,3,51.33,60.81,2011-09-09,2012-02-10,Low Value
RA-98853,291,7,41.57,-54.14,2013-10-28,2014-08-28,Low Value
RA-99151,201,1,201.0,62.16,2014-08-14,2014-08-14,Low Value
RA-99152,219,4,54.75,23.28,2013-05-23,2013-05-23,Low Value
RA-99451,1012,9,112.44,-27.75,2012-08-28,2014-12-11,Medium Value
RA-99452,1034,6,172.33,245.52,2011-01-27,2014-06-02,Medium Value
RB-193301,3794,20,189.7,436.11,2011-07-07,2014-08-12,High Value
RB-193302,8650,22,393.18,2864.6,2011-06-14,2014-12-16,High Value
RB-193303,4909,22,223.14,601.28,2011-10-25,2014-11-18,High Value
RB-193304,1008,6,168.0,-164.41,2011-11-17,2014-10-24,Medium Value
RB-193601,10106,26,388.69,510.08,2011-08-10,2014-12-11,High Value
RB-193602,3511,13,270.08,967.73,2011-12-20,2014-10-17,High Value
RB-193603,463,8,57.88,70.04,2011-06-04,2014-07-11,Low Value
RB-193604,15117,18,839.83,6976.1,2013-04-02,2014-09-26,High Value
RB-194351,4966,15,331.07,587.96,2011-08-04,2014-10-24,High Value
RB-194352,93,3,31.0,13.82,2011-01-18,2014-08-23,Low Value
RB-194353,3896,18,216.44,-473.58,2011-09-07,2014-11-01,High Value
RB-194354,2663,16,166.44,477.24,2011-03-11,2014-12-12,High Value
RB-194651,7408,20,370.4,1058.63,2011-06-02,2014-12-17,High Value
RB-194652,1190,6,198.33,294.16,2011-10-31,2014-09-09,Medium Value
RB-194653,3867,21,184.14,776.31,2011-06-20,2014-12-31,High Value
RB-194654,4714,23,204.96,640.55,2011-03-14,2014-12-22,High Value
RB-195701,1822,4,455.5,441.28,2013-05-25,2014-07-21,Medium Value
RB-195702,6788,24,282.83,1300.78,2011-11-28,2014-06-26,High Value
RB-195703,1824,13,140.31,-172.84,2011-10-12,2014-12-11,Medium Value
RB-195704,528,9,58.67,76.89,2013-04-29,2014-12-06,Medium Value
RB-196451,2377,8,297.12,306.82,2011-12-29,2014-08-03,High Value
RB-196452,1580,12,131.67,368.48,2012-08-29,2014-02-14,Medium Value
RB-196453,1796,15,119.73,6.3,2012-06-11,2014-03-08,Medium Value
RB-196454,221,7,31.57,72.68,2011-08-23,2013-03-23,Low Value
RB-197051,4923,12,410.25,1588.41,2011-06-13,2014-08-20,High Value
RB-197052,367,4,91.75,-1.84,2011-03-03,2014-12-15,Low Value
RB-197053,1930,6,321.67,239.43,2012-05-02,2013-10-13,Medium Value
RB-197054,2068,7,295.43,243.08,2012-08-22,2014-11-07,High Value
RB-197951,2476,11,225.09,341.2,2011-11-10,2014-09-09,High Value
RB-197952,1486,10,148.6,301.21,2013-03-08,2014-06-22,Medium Value
RB-197953,9463,33,286.76,2142.99,2011-01-15,2014-09-29,High Value
RB-197954,5633,18,312.94,-461.73,2011-06-03,2014-11-29,High Value
RB-93301,2079,7,297.0,82.57,2011-01-20,2014-09-10,High Value
RB-93302,2458,6,409.67,331.2,2013-04-14,2014-08-14,High Value
RB-93601,171,4,42.75,20.43,2011-08-29,2013-07-19,Low Value
RB-93602,233,2,116.5,-91.33,2014-05-23,2014-09-29,Low Value
RB-94351,215,2,107.5,54.81,2012-03-27,2014-05-29,Low Value
RB-94352,2964,13,228.0,-1785.91,2011-05-02,2013-09-03,High Value
RB-94651,418,3,139.33,68.97,2011-09-07,2011-09-07,Low Value
RB-94652,3257,6,542.83,1227.84,2011-09-11,2014-03-19,High Value
RB-95701,267,5,53.4,98.47,2012-01-05,2012-06-04,Low Value
RB-95702,320,7,45.71,-248.66,2011-11-21,2013-10-11,Low Value
RB-96451,147,1,147.0,10.29,2013-09-12,2013-09-12,Low Value
RB-96452,135,2,67.5,-124.45,2011-12-27,2014-05-06,Low Value
RB-97051,4267,12,355.58,1067.9,2011-05-07,2014-07-02,High Value
RB-97052,285,3,95.0,38.85,2014-08-04,2014-08-04,Low Value
RB-97053,1464,10,146.4,-296.29,2013-06-14,2014-04-28,Medium Value
RB-97951,68,2,34.0,-26.86,2014-07-09,2014-12-01,Low Value
RB-97952,188,3,62.67,53.73,2013-02-21,2014-07-03,Low Value
RC-198251,778,6,129.67,127.32,2011-07-08,2013-03-03,Medium Value
RC-198252,4180,11,380.0,560.65,2011-01-11,2014-05-05,High Value
RC-198253,1993,17,117.24,-14.21,2011-03-14,2014-09-04,Medium Value
RC-198254,968,10,96.8,63.99,2011-12-05,2013-12-27,Medium Value
RC-199601,3140,11,285.45,1022.84,2011-10-12,2014-08-11,High Value
RC-199602,2901,14,207.21,532.25,2011-01-21,2013-08-01,High Value
RC-199603,971,8,121.38,192.44,2012-12-13,2014-12-09,Medium Value
RC-199604,886,11,80.55,10.56,2011-08-25,2014-09-12,Medium Value
RC-98251,37,1,37.0,0.0,2012-12-20,2012-12-20,Low Value
RC-99601,1610,5,322.0,365.32,2013-10-11,2014-09-10,Medium Value
RC-99602,31,1,31.0,0.6,2012-07-18,2012-07-18,Low Value
RD-194801,890,3,296.67,332.13,2013-11-22,2014-04-15,Medium Value
RD-194802,5552,13,427.08,1223.12,2011-12-30,2014-12-31,High Value
RD-194803,5769,23,250.83,1281.09,2012-04-25,2014-10-29,High Value
RD-194804,4272,15,284.8,480.59,2011-06-08,2014-10-20,High Value
RD-195851,4320,19,227.37,606.13,2011-11-25,2014-01-06,High Value
RD-195852,8108,25,324.32,1185.85,2011-11-03,2014-12-06,High Value
RD-195853,973,6,162.17,-75.93,2012-09-14,2014-11-21,Medium Value
RD-195854,2913,19,153.32,734.52,2011-04-02,2014-07-04,High Value
RD-196601,4068,9,452.0,1298.39,2011-01-06,2014-09-29,High Value
RD-196602,5345,16,334.06,949.2,2013-01-04,2014-05-07,High Value
RD-196603,751,6,125.17,88.34,2013-07-04,2014-04-03,Medium Value
RD-196604,2787,5,557.4,835.77,2012-04-12,2014-09-08,High Value
RD-197201,3843,14,274.5,504.41,2011-05-02,2014-11-14,High Value
RD-197202,5295,16,330.94,1130.43,2011-10-22,2014-10-30,High Value
RD-197203,346,9,38.44,54.95,2011-09-30,2013-06-25,Low Value
RD-197204,1420,20,71.0,207.33,2011-07-20,2014-12-10,Medium Value
RD-198101,2147,17,126.29,369.07,2012-06-11,2014-11-17,High Value
RD-198102,1286,11,116.91,313.33,2011-06-09,2012-07-02,Medium Value
RD-198103,2519,12,209.92,416.41,2012-04-17,2014-09-16,High Value
RD-198104,1137,16,71.06,318.46,2011-10-27,2014-12-17,Medium Value
RD-199001,6221,12,518.42,1393.43,2011-02-18,2014-04-01,High Value
RD-199002,23,1,23.0,7.23,2013-08-21,2013-08-21,Low Value
RD-199003,4104,26,157.85,618.9,2012-04-11,2014-11-29,High Value
RD-199004,3134,21,149.24,455.53,2011-04-05,2014-09-08,High Value
RD-199301,3945,14,281.79,6.14,2011-04-30,2014-09-22,High Value
RD-199302,399,5,79.8,-12.58,2011-04-29,2011-11-10,Low Value
RD-199303,3982,23,173.13,654.78,2011-03-06,2014-06-27,High Value
RD-199304,971,10,97.1,35.06,2011-10-03,2014-11-19,Medium Value
RD-94801,609,7,87.0,145.8,2013-08-13,2014-06-09,Medium Value
RD-94802,91,1,91.0,2.7,2014-11-14,2014-11-14,Low Value
RD-94803,363,4,90.75,122.01,2011-09-13,2012-09-25,Low Value
RD-95851,4464,19,234.95,1291.59,2012-12-20,2014-11-26,High Value
RD-95852,704,2,352.0,177.81,2014-09-12,2014-09-12,Medium Value
RD-96601,2960,8,370.0,798.97,2011-10-28,2014-12-04,High Value
RD-96602,175,2,87.5,84.03,2011-03-29,2011-03-29,Low Value
RD-96603,258,10,25.8,-88.82,2013-07-08,2013-12-22,Low Value
RD-97201,2698,10,269.8,758.7,2011-01-13,2014-10-22,High Value
RD-97202,1136,8,142.0,381.19,2011-05-16,2014-11-03,Medium Value
RD-98101,3021,6,503.5,749.88,2013-03-04,2014-11-08,High Value
RD-98102,192,8,24.0,-227.26,2013-06-14,2014-05-08,Low Value
RD-99001,280,9,31.11,36.12,2012-03-05,2014-08-02,Low Value
RD-99002,4558,17,268.12,819.47,2011-01-20,2014-09-30,High Value
RD-99301,2183,9,242.56,-1345.21,2012-08-15,2014-07-23,High Value
RD-99302,4339,10,433.9,1892.18,2011-10-27,2014-12-03,High Value
RE-194051,7787,22,353.95,1171.03,2011-05-23,2014-12-03,High Value
RE-194052,1122,9,124.67,409.15,2011-03-15,2014-08-25,Medium Value
